b'location_id',b'location'
2446,"Santa Barbara/Goleta,CA"
2447,Isla Vista 
2448,"Carpinteria/Santa Barbara,CA"
2449,Stanislaus/Calaveras Counties 
2450,San Diego area 
2451,"Mountain House,CA"
2452,Burbank 
2453,"Santa Margarita/Irvine,CA"
2454,"Chicoe,CA"
2455,"Bryson,CA"
2456,"Monte Nido,CA"
2457,"Rock Creek Lake,CA"
2458,"Hwy 168, Bristle Cone Pine Forrest,CA"
2459,"Irvine/Newport Beach,CA"
2460,Manteca 
2461,"Mission Viejo/Trabuco Canyon,CA"
2462,"Bodega Bay,CA"
2463,"Coalingua,CA"
2464,Irvine 
2465,Tracy 
2466,Modesto 
2467,Chino Hills 
2468,"Clovis/Fresno,CA"
2469,"Fountain valley,CA"
2470,"New Castle,CA"
2471,"Grenada,CA"
2472,"Oakhurst,CA"
2473,"Guerneville,CA"
2474,"oceanside,CA"
2475,"Rural Amador County,CA"
2476,"China Lake,CA"
2477,"Cambria/San Luis Obispo County,CA"
2478,"Pine Valley,CA"
2479,"San Bernadino,CA"
2480,"Saddleback,CA"
2481,"San Juan Bautista,CA"
2482,"Joshua Tree National Park,CA"
2483,Shafter VOR 
2484,"Three Rocks,CA"
2485,"San Lorenzo,CA"
2486,"Castroville,CA"
2487,Mulege (Baja California) 
2488,North Hollywood 
2489,"Boyes Hot Springs,CA"
2490,Half-Moon Bay 
2491,"San Ramon/Danville,CA"
2492,"Lancaster/Freemont,CA"
2493,"Point Reyes,CA"
2494,"Evanston,CA"
2495,"Murrieta/Temecula,CA"
2496,"Cudahy,CA"
2497,Paincines 
2498,"Cerritos/Buena Park area,CA"
2499,"Imperial Desert,CA"
2500,"Santa Rsoa,CA"
2501,"Holtville,CA"
2502,"calistoga,CA"
2503,"Joshua Tree Nat\\\\\\'l Park,CA"
2504,"Concord/Walnut Creek,CA"
2505,"Newport,CA"
2506,"Marina Del Rey/Mar Vista,CA"
2507,"Nine Palms,CA"
2508,"Twenty Nine Palms/Joshua Tree Monument,CA"
2509,"Big Pines,CA"
2510,"San Francisco Bay Area,CA"
2511,"Los Angeles/Long Beach,CA"
2512,San Bernadino Mtns. 
2513,"Moss Landing,CA"
2514,"Ducor,CA"
2515,"Big Oak Valley,CA"
2516,"Lake Barryessa,CA"
2517,"Strawberry,CA"
2518,"Forestville,CA"
2519,"Gonzales,CA"
2520,"Lancster,CA"
2521,New York City 
2522,"Reggae on the River,CA"
2523,Mar Vista 
2524,"North Hollywood/Burbank,CA"
2525,"Desolation Wilderness,CA"
2526,"Alturas,CA"
2527,"Twin Lakes,CA"
2528,Tijuana 
2529,Bishop 
2530,"Granada Hills/Mission Hills,CA"
2531,"Garden Valley,CA"
2532,"Yosemite Valley,CA"
2533,"Antelope Acres,CA"
2534,Colinga 
2535,Kettleman City/Coalinga 
2536,"Los Angels,CA"
2537,"Watts,CA"
2538,"Anza Borrego,CA"
2539,"Rancho San Diego,CA"
2540,"Chula Vista campground parking lot, Mt. Pinos,CA"
2541,Tehachapie 
2542,Bodie 
2543,"Tranquillity,CA"
2544,"Malibu, West,CA"
2545,"Jacumba,CA"
2546,"Wasco,CA"
2547,"Esparto,CA"
2548,"Somes Bar,CA"
2549,"NAS Lemoore,CA"
2550,"San Onofre,CA"
2551,"Anza Borrego State Park,CA"
2552,"Crockett,CA"
2553,"Industry,CA"
2554,"Shingletown,CA"
2555,"Furnace Creek, ca "
2556,"Burlingame,CA"
2557,Ontario 
2558,"Julian,CA"
2559,"Lawdale,CA"
2560,Mammoth Lakes 
2561,Placerville 
2562,"west morland,CA"
2563,"Willow Creek,CA"
2564,"Riverside/Norco,CA"
2565,"Lebec,CA"
2566,"Encinitas/Carlsbad,CA"
2567,"Milligan,CA"
2568,"Rice,CA"
2569,"Agua Dulce,CA"
2570,"Burney,CA"
2571,"Bodie State Park,CA"
2572,Goffs 
2573,Hemet/South Jacinto 
2574,"Palo Alto/San Francisco,CA"
2575,Perris/White Water 
2576,"Marin,CA"
2577,"Edwards AFB,CA"
2578,"Buttonwillow,CA"
2579,"Pinecrest,CA"
2580,Sand Dune Recreational Area 
2581,"West Holloywood,CA"
2582,"Sequoya National Park,CA"
2583,"Hopland,CA"
2584,Pacific Palisades 
2585,Mount Shasta 
2586,Butte Meadows 
2587,"Murphys,CA"
2588,Newport Beach 
2589,San Rafael 
2590,"Pinnacles National Monument,CA"
2591,"San Bernadino County,CA"
2592,"June Lake,CA"
2593,Realto 
2594,Mendota 
2595,Silverlake 
2596,"Trinadad,CA"
2597,"Mojave National Preserve,CA"
2598,"Fresno/ Dinuba,CA"
2599,"Bishop/Mammoth Lakes,CA"
2600,"San Diego/National City,CA"
2601,"Willmington,CA"
2602,"Ricmond,CA"
2603,"Carizzo Plains National Mounument,CA"
2604,"Millville,CA"
2605,"Downieville,CA"
2606,"California,CA"
2607,"Newport Beach/ Laguna Beach,CA"
2608,"San Arden,CA"
2609,"Biggs,CA"
2610,"Fort Smith,CA"
2611,Morgan Hill 
2612,"College City,CA"
2613,Arbuckle/College City 
2614,Malibu 
2615,San Marcos 
2616,Orange 
2617,Oxnard to Yuma 
2618,"Sunol/Pleasanton,CA"
2619,"Hawthorne/Lawndale,CA"
2620,"San Marcos &amp; Escondido,CA"
2621,"Laguna Beach-Newport Beach border,CA"
2622,"Ridgecrest/China Lake,CA"
2623,"Llema,CA"
2624,"East Bay,CA"
2625,"Santa Anna,CA"
2626,"Angwin,CA"
2627,"Santa Rosa / Novato,CA"
2628,"Desert,CA"
2629,"National Park,CA"
2630,"San Jaun  Batista,CA"
2631,Paterson 
2632,"Atwater Village,CA"
2633,"Bethel Island,CA"
2634,"Paskenta,CA"
2635,Sherman Oaks 
2636,"Bear Valley,CA"
2637,"Firebaugh Exit,CA"
2638,"St Marie,CA"
2639,"Pauma,CA"
2640,"Catheys Valley,CA"
2641,"Helendale,CA"
2642,"San Joaquin Valley,CA"
2643,"Lake Shasta Resort,CA"
2644,"Oro Grande,CA"
2645,Kernville 
2646,"Pillar Point Air Base,CA"
2647,"Mt. Lassen,CA"
2648,"Silverado,CA"
2649,Santa Ana 
2650,San Elijo Hills 
2651,"Tecate,CA"
2652,"Tulare/Bakersfield,CA"
2653,"Rimrock,CA"
2654,"San Gabriel Mountains,CA"
2655,"Joshua Tree National Monument,CA"
2656,Fairfield/Vallejo 
2657,"Chasworth,CA"
2658,"Penngrove,CA"
2659,Meadow 
2660,"Dana Poinr,CA"
2661,"I-5 and Lerdo Highway,CA"
2662,"Wilmington/Carson,CA"
2663,"Live Oak,CA"
2664,"Bryson Hesperia,CA"
2665,"Rodeo,CA"
2666,"Artesia,CA"
2667,"Redcrest,CA"
2668,Hesperia 
2669,"Long Beach/Lakewood City Limt,CA"
2670,"Inyokern,CA"
2671,"Baker/Edwards AFB,CA"
2672,"San Francisco Bay,CA"
2673,"Vinton,CA"
2674,"Rail Road Flat,CA"
2675,"Scotta Valley,CA"
2676,NV/CA state line 
2677,"Woodland  Hills,CA"
2678,California City 
2679,"Los Molinos,CA"
2680,"Philippine Sea/Pacific Ocean,CA"
2681,"Rancho Santa Fe,CA"
2682,"Yermo/Ft. Irwin,CA"
2683,"Mckinleyville,CA"
2684,"Wofford Heights,CA"
2685,"Wilton,CA"
2686,"Acton/Aqua Dulce,CA"
2687,"No.Hollywood,CA"
2688,"Tres Pinos,CA"
2689,"Intersection of Hwy. 395 and 85,CA"
2690,"Larkspur,CA"
2691,"Calaveras Big Trees,CA"
2692,"Belmont,CA"
2693,"Campo,CA"
2694,"Kern County,CA"
2695,"Shasta Lake City,CA"
2696,"Arnold,CA"
2697,"Cotate,CA"
2698,"Fresno/Madera,CA"
2699,Fountain Valley 
2700,"Carmicahel,CA"
2701,"Solano County,CA"
2702,"Tulelake,CA"
2703,"Tioga Pass,CA"
2704,"Lake Aloha,CA"
2705,"Los Angeles/Angeles Natl. Forest,CA"
2706,Alexander Valley 
2707,"Moss Beach,CA"
2708,Santa Rosa area 
2709,"Kernville,CA"
2710,"Albany,CA"
2711,Oxnard and Los Angeles City 
2712,"Cardiff-by-the-Sea,CA"
2713,Desert Center 
2714,"Stanton,CA"
2715,Livermore/Pleasonton 
2716,"Eldridge,CA"
2717,"Corning/Redding/Richfield,CA"
2718,"Sequoia National Park,CA"
2719,Yucca Valley 
2720,La Jolla 
2721,"Burbank/Los Angeles,CA"
2722,Suisun City 
2723,"Monrovia/Arcadia/Auarte area,CA"
2724,"Farmersville,CA"
2725,Cloverdale 
2726,"Ocotilla Wells,CA"
2727,"Lafayette/Walnut Creek,CA"
2728,Soda Springs 
2729,Folsom 
2730,"Glen Ellen,CA"
2731,"Bell Gardens,CA"
2732,Ludlow 
2733,"Los Angeles Area,CA"
2734,"Santa Margarita,CA"
2735,"San Luis Obisbo,CA"
2736,"Ione,CA"
2737,Wheeler Springs 
2738,"Luguna Woods,CA"
2739,"Chowchilla,CA"
2740,"Central California,CA"
2741,"San Bernandino,CA"
2742,"Kern river,CA"
2743,"Chualar,CA"
2744,Gaviota and Lompoc 
2745,"Weldon,CA"
2746,"San Pedro/Long Beach,CA"
2747,"Ahwahnee,CA"
2748,"Petaluma/Sausalito,CA"
2749,"Dorrington,CA"
2750,"Tehachapi Pass HWY 58,CA"
2751,"Thousand Palms,CA"
2752,Plantation 
2753,"Woodland Hills-Canoga Park,CA"
2754,"El Toro,CA"
2755,"Mount Whitney,CA"
2756,"Tuttle Creek/Lone Pine,CA"
2757,"S.M,CA"
2758,"Hayward/Castro Valley,CA"
2759,"Stanislaus National Forest,CA"
2760,"Rubicon Trail,CA"
2761,"Strathmore/lLndsay,CA"
2762,Camarillo 
2763,"Monterey/Seaside,CA"
2764,"Oak Glen,CA"
2765,"Santa Ynez,CA"
2766,"Lookout,CA"
2767,"Martinez Lake,CA"
2768,"Clear Lake,CA"
2769,"Pacific Palasades,CA"
2770,"Santa Monica Mountains,CA"
2771,Avila Beach 
2772,"Jewell Valley,CA"
2773,Reseda 
2774,"San Bernardino County,CA"
2775,"Ucaipa,CA"
2776,"Santa Ana/Garden Grove,CA"
2777,"Rancho Dominguez,CA"
2778,"Palo Alto/Stanford,CA"
2779,"Devore/Muscoy/San Bernardino,CA"
2780,"interstate 5 or tributary between Vasilia and Sacrammento,CA"
2781,"San Jose/Gilroy/Salinas,CA"
2782,"Angeles National Forest Area,CA"
2783,"Sequoia,CA"
2784,"Temechula,CA"
2785,Rubicon 
2786,"Sutter Creek,CA"
2787,"Canby,CA"
2788,"Coulterville,CA"
2789,"Various,CA"
2790,"El Sobrante,CA"
2791,Willits 
2792,"Penn Valley/Lake Wildwood,CA"
2793,"Coto De Caza,CA"
2794,"Tecopa,CA"
2795,"none,CA"
2796,San Bernardino Co. 
2797,"Dublin/Pleasanton,CA"
2798,"Beaumont/Moreno Valley,CA"
2799,"Rio Oso,CA"
2800,Mead Valley 
2801,"Lemoore/Hanford,CA"
2802,"Los Angeles area,CA"
2803,"El Dorado,CA"
2804,"Santa Barbara/ Highway 154,CA"
2805,Lake Tahoe 
2806,"Canyon,CA"
2807,"LaMesa,CA"
2808,"Silver Lake,CA"
2809,"Arleta,CA"
2810,"Bel Marin Keys,CA"
2811,"Newcastle,CA"
2812,"Flinn Springs,CA"
2813,"Nothridge,CA"
2814,"Lake City,CA"
2815,"Mananita,CA"
2816,"Santa Rosa/Forestville,CA"
2817,"North San Francisco,CA"
2818,"Riveside,CA"
2819,Thermal 
2820,"South Ontario,CA"
2821,"Anderson/Redding,CA"
2822,Ice House Campground 
2823,Sierra Nevada Mtns 
2824,Paso Robles 
2825,"Interstate 5,CA"
2826,"North Fork,CA"
2827,"Creaston,CA"
2828,"Henry Cowe Park,CA"
2829,"Maricopa,CA"
2830,"Arroyo Seco,CA"
2831,Santee 
2832,"Newport Coast,CA"
2833,Del Mar 
2834,Elk 
2835,"Bella Vista,CA"
2836,Pasadena 
2837,Thousand Oaks 
2838,Riverside/Palm Springs 
2839,Fallbrook 
2840,"Alhambra Golf Course,CA"
2841,"Olancha,CA"
2842,Stevinson 
2843,"Harbor City  / San Pedro,CA"
2844,Sacramento area 
2845,Pleasanton 
2846,Charlesbourg 
2847,Westwood 
2848,"Jurupa,CA"
2849,Glendale/Eagle Rock 
2850,Studio City 
2851,Keys/Ceres 
2852,Browns Valley/Marysville 
2853,"Windser,CA"
2854,"Cucamonga,CA"
2855,"Green Valley,CA"
2856,"Rancho Cordova, just east/southeast of Sacramento, 2 miles f,CA"
2857,"Fair Oaks/Rancho Cordova,CA"
2858,Fair Oaks  
2859,Burlingame/San Mateo 
2860,"Hillsborough,CA"
2861,San Diego  (Spring Valley) 
2862,Carpinteria 
2863,Gardena 
2864,Rocklin 
2865,"Santa Clarita Valley,CA"
2866,"Redwood Shores,CA"
2867,Weed/Yreka 
2868,Fairfield 
2869,San Diego Co. 
2870,"San Rafael/ Vallejo/ Fairfield,CA"
2871,"Silver Fork,CA"
2872,"Roland Heights,CA"
2873,"Fair Oaks/Sacramento,CA"
2874,"Shasta/Sand Flat,CA"
2875,"Redding Airport,CA"
2876,"Placervile,CA"
2877,"Los Angeles Airport,CA"
2878,Donner Summit 
2879,Lake Trinity 
2880,Northern California 
2881,Marinwood 
2882,"Saddleback Fire Lookout- Tahoe Natl. Forest- Downieville Dis,CA"
2883,"Suisun,CA"
2884,Santa Cruz/Loma Prieta 
2885,"Ivanhoe,CA"
2886,"Hwy 199,CA"
2887,Woodland 
2888,"Ettersburg,CA"
2889,Napa 
2890,Yosemite National Park 
2891,Santa Nella 
2892,"Bear Valley Ski Resort,CA"
2893,Tracy/Patterson 
2894,Trona 
2895,"Bay Point/ Pittsburg,CA"
2896,"Lemon Cove,CA"
2897,"Fort Bidwell,CA"
2898,"Coso Junction,CA"
2899,"San Fransisco Bay Area,CA"
2900,Lathorp 
2901,Spring Valley 
2902,Lone Pine/Cartago 
2903,"La Verne/Pomona,CA"
2904,"Latrobe,CA"
2905,"Johnson Park, NE CA.,Shasta Co., calif,CA"
2906,"Pleasanton/Dublin,CA"
2907,"Meyers-Tahoe paradise,CA"
2908,"Mount Shasta City,CA"
2909,"Washington,CA"
2910,"Interstate 10, somewhere by the border,CA"
2911,"Sacramento area,CA"
2912,"Andrade,CA"
2913,America West flt 2620 
2914,"Corcoran,CA"
2915,"Monte Rio,CA"
2916,"Pomona/LaVerne,CA"
2917,"Encinitas: along I-5, from encinitas to oceanside over ocean,CA"
2918,Carson 
2919,"Lake Almanor,CA"
2920,"Angeles Crest Hwy,CA"
2921,"Greenfield,CA"
2922,Tarzana 
2923,Chowchilla 
2924,Nevada City/North San Juan  
2925,Gilroy 
2926,"Pomona,,CA"
2927,"Vandenburg AFB,CA"
2928,"LaVerne,CA"
2929,Lee Vining 
2930,"Boron,CA"
2931,Beale AFB 
2932,"Anza Borrego Desert,CA"
2933,Sonoma County 
2934,Lancaster 
2935,Paradise 
2936,Madera 
2937,Paradiseand/Pentz 
2938,Blithe 
2939,"Marysville/Beale A,F.B.,CA"
2940,Lake Henshaw/La Jolla Indian Res. 
2941,"Camp Pendelton,CA"
2942,Eureka 
2943,"Marina del Rey/Los Angeles,CA"
2944,"Glenhaven,CA"
2945,Palm Desert 
2946,South Lake Tahoe 
2947,Pacifica 
2948,Fullerton 
2949,"Novato/Petaluma area,CA"
2950,Dublin 
2951,Redding 
2952,Oxnard/Camarillo 
2953,Baker/Stateline 
2954,"Oakland - Near the Bay Bridge,CA"
2955,Castle Peak Summit 
2956,"Bishop/Benton,CA"
2957,San Diego North County 
2958,"Acampo,CA"
2959,Browns Valley 
2960,"Deerhorn Valley/Jamul,CA"
2961,"Harris Ranch,CA"
2962,Crescent City 
2963,Madera/Manteca 
2964,Gridley 
2965,Crestline 
2966,"Trabuco,CA"
2967,Big Sur 
2968,"Auanga,CA"
2969,Tulare 
2970,Baker/Las Vegas 
2971,"San Francisco International Airport,CA"
2972,"Sea Ranch,CA"
2973,"Lockwood,CA"
2974,Healdsburg 
2975,"Stoddard Valley,CA"
2976,Stockton 
2977,"Irwindale,CA"
2978,CA 
2979,"Boy Scout Camp Royenea,CA"
2980,"Cartago,CA"
2981,"Ocotillo,CA"
2982,"Rancho Tehama,CA"
2983,Reno 
2984,Lafayette/Moraga 
2985,Edwards AFB 
2986,"Northern California,CA"
2987,Los Penisquitos 
2988,"Butte County,CA"
2989,Victorville 
2990,"North San Diego,CA"
2991,Salton Sea 
2992,Gorman 
2993,"Sartoga,CA"
2994,"Milford,CA"
2995,"Daggett,CA"
2996,Delilah Lookout 
2997,Acton 
2998,Norco 
2999,Colfax 
3000,"Newark to San Leandro,CA"
3001,"Willow Creek Campground,CA"
3002,"Sun City/Menifee,CA"
3003,"Colorado Springs,CA"
3004,Beverly Hills 
3005,Monterey 
3006,"Southern California Operations Area,CA"
3007,"Skies over Sierra Nevada,CA"
3008,"Death Valley Gas Station,CA"
3009,Los Padres National Forest 
3010,Citrus Heights 
3011,"Fresh Pond,CA"
3012,Suisun 
3013,Aquaduct 
3014,Rohnert Park 
3015,"Yucca Valley/Morongo Valley,CA"
3016,"Pico Rivera/Paramount,CA"
3017,McKinlyville/Eureka 
3018,"Arrayo Grande,CA"
3019,"Highway 37,CA"
3020,Fresno/Stockton 
3021,"Quartz Hill/Lancaster,CA"
3022,"Wrightwood Mtn.,CA"
3023,Gorman VOR 
3024,"Cazadero,CA"
3025,"Lake Berryessa,CA"
3026,"Maxwell,CA"
3027,"No. Hollywood,CA"
3028,I-5 
3029,Blythe 
3030,"Atolicita Hills,CA"
3031,"Snelling,CA"
3032,"Lake Nacemiento,CA"
3033,"Gold River,CA"
3034,"Lemore,CA"
3035,"Tehachapi Mtns.,CA"
3036,"Cactus Flats,CA"
3037,Hayward 
3038,"Pacific Northwest - flying from Portland to L.A., Ca/Or,CA"
3039,"Sebastopal,CA"
3040,"Rockland,CA"
3041,"San Juan/San Clemente,CA"
3042,Lakeport 
3043,"Greenwood,CA"
3044,"Volinda,CA"
3045,"Piedmont,CA"
3046,"Humbolt,CA"
3047,"Travis AFB,CA"
3048,"Inyo Co.,CA"
3049,"Interstate-5,CA"
3050,"Cuena Park,CA"
3051,"Ft. Dick,CA"
3052,"Redwood,CA"
3053,"South East Merced,CA"
3054,"Inspiration Pt.,CA"
3055,"Calipatria,CA"
3056,"Murphuys,CA"
3057,"Angels Camp/Lake New Melones,CA"
3058,"Sage,CA"
3059,"Pacificia,CA"
3060,"Tajunga,CA"
3061,"Smith River,CA"
3062,"Mt. Ranch,CA"
3063,"El Granada,CA"
3064,Lower Lake 
3065,"Dillion\\\\\\'s Beach,CA"
3066,"Grizzly Mountain,CA"
3067,California desert 
3068,"California desert,CA"
3069,Clovis 
3070,"Lake Perris,CA"
3071,"Ink-O-Pah,CA"
3072,"Lindsay,CA"
3073,"Summit Valley,CA"
3074,"Lake Sonoma,CA"
3075,Kern County 
3076,"Spring Valley/LaMesa,CA"
3077,"Castaic Junction,CA"
3078,"Burnt Ranch,CA"
3079,"Greenville,CA"
3080,Cottonwood Lakes Trail 
3081,"Willglen,CA"
3082,Sierra/Plumas Counties 
3083,"Santa Cruz County,CA"
3084,"West Coast, alt. apx 30\\\\\\' k, northerly flight,CA"
3085,Camp Pendelton 
3086,"So. Cal.,CA"
3087,"Mexi-Cali,CA"
3088,Echo Summit 
3089,"New Idria,CA"
3090,"Big Bear Lake area,CA"
3091,Catalina Island 
3092,"High Desert,CA"
3093,"Landers,Ca"
3094,"Ft. Irwin,CA"
3095,"Grove Land,CA"
3096,"Suisun City,CA"
3097,"Paloma,CA"
3098,Brawley 
3099,Furnace Creek 
3100,Calnevari  
3101,"Rivrside,CA"
3102,"Lake Tahoe,CA"
3103,"Stonyford,CA"
3104,"Elfin Forest,CA"
3105,Diamond Bar 
3106,"California desert/laughlin Nevada,CA"
3107,"Los Angelas,CA"
3108,"Rancho,CA"
3109,"Lemoore/I-5 corridor,CA"
3110,"San Jacinto Mountain,CA"
3111,Van Nuys 
3112,"Trinity village,CA"
3113,"Applegate,CA"
3114,Abiline 
3115,"North Laguna Beach,CA"
3116,Grass Valley 
3117,"Onyx,CA"
3118,"Palos Verdes Peninsula,CA"
3119,"Trimmer,CA"
3120,Marysville 
3121,Julian 
3122,"Monterey Bay Area,CA"
3123,Lou  Costello Recreation Center 
3124,Santa Margarita/Atascadero 
3125,Yosemite Forest 
3126,"Joshua Tree National Park, Twenty Nine Palms,CA"
3127,Mohave Desert 
3128,"Middle Town,CA"
3129,"Plumas Eureka State Park Camp Grounds,CA"
3130,"New Pine Creek,CA"
3131,"Lake Skinner,CA"
3132,California Valley 
3133,"California Valley,CA"
3134,Nyack 
3135,Oxnard 
3136,"Old Woman Mountains area,CA"
3137,"Mountian View,CA"
3138,Lincoln 
3139,Sonisidro 
3140,Alpine 
3141,"Mt. Palomar,CA"
3142,"Pacifica/Lindamar,CA"
3143,"Trona,CA"
3144,Fremont 
3145,"Lake Morena,CA"
3146,"Mohave Desert,CA"
3147,"San Andreas,CA"
3148,"Denver,CA"
3149,"Murphy/Arnold,CA"
3150,Hatcreek Campground 
3151,Mount Wilson Observatory 
3152,Chico 
3153,"California Hot Springs,CA"
3154,"Hwy 80,CA"
3155,"Lake Don Pedro,CA"
3156,Ft Irin 
3157,"March Air Force Base,CA"
3158,"Pointe Reyes,CA"
3159,"San Diego/North County,CA"
3160,Quincy 
3161,Lemoore Naval Air Force Base 
3162,Granite Station 
3163,"Hoopa,CA"
3164,Westport 
3165,"Weimar,CA"
3166,"Iselton,CA"
3167,"Pleasenton,CA"
3168,"California Hotsprings,CA"
3169,"Clements,CA"
3170,"Mineral King,CA"
3171,"Lake McClure,CA"
3172,"Strathmore,CA"
3173,"Covelo,CA"
3174,"Fricot City,CA"
3175,"Winters Freeway,CA"
3176,"Sonoma Mountain,CA"
3177,"Marsh Creek,CA"
3178,"Angeles Crest Forest,CA"
3179,"Angeles Crest,CA"
3180,Jamul 
3181,"King City,CA"
3182,"Truckee/Lake Tahoe area,CA"
3183,"Boulder  Creek,CA"
3184,"Niles,CA"
3185,Fortuna 
3186,Brea 
3187,Fairfield/Benicia 
3188,"Loomis &amp; Folsom Lake,CA"
3189,"Mountainview,CA"
3190,Mojave Desert 
3191,"FREEWAY BY AIR FORCE BASE,CA"
3192,"Holt,CA"
3193,"Orange/Anahiem,CA"
3194,Palos Verde 
3195,"Deer Creek,CA"
3196,"Malibu Canyon,CA"
3197,"River Pines,CA"
3198,San Bruno Mountain Ranges 
3199,"Not sure,CA"
3200,"Rogers Dry Lake,CA"
3201,"Hogans Camp Resort,CA"
3202,"Biola,CA"
3203,"March AFB,CA"
3204,"Cachuma Lake,CA"
3205,"La Puenty,CA"
3206,Wilshire 
3207,San Diego  
3208,"City of Commerce,CA"
3209,Yosemite Pass 
3210,"Pollack Pines,CA"
3211,Rocky Mountains 
3212,Downey 
3213,"Belvedere,CA"
3214,"Palm Wells,CA"
3215,"Running  Springs,CA"
3216,"Monterey Bay/Fort Ord Rifle Range,CA"
3217,Sonoma 
3218,"Miramar NAS,CA"
3219,"Betteravia,CA"
3220,"Fort Ord,CA"
3221,"San Clemente/San Juan Capistrano,CA"
3222,"Woodland HIlls,CA"
3223,"Covina/West Covina,CA"
3224,El Cerrito 
3225,Laguna Beach 
3226,"Lompoc/Vandenberg AFB,CA"
3227,Markleville 
3228,"Alameda Naval Air Station/Marine Corp Air Wing Bubble,CA"
3229,"Cadiz,CA"
3230,"Pacific Coast Highway,CA"
3231,"Barstow-Baker,CA"
3232,"Mohave,CA"
3233,"Menlo Park,CA"
3234,Los Gatos 
3235,"E. Los Angeles,CA"
3236,Mono Lake 
3237,"Quartz Hill,CA"
3238,Martinez 
3239,"Homaland,CA"
3240,"Palm Beach,CA"
3241,"Fish Canyon,CA"
3242,"Stanford Campus,CA"
3243,"San Bernadino Mtns, Church Camp,CA"
3244,Piedra Blanka 
3245,"Sunland / Tujunga,CA"
3246,"Calaveras County,CA"
3247,Mount Pinos 
3248,"San Deigo,CA"
3249,"Blairsden,CA"
3250,"Salinas AFB,CA"
3251,"Forest Home,CA"
3252,"Crater Lake,CA"
3253,Northern California Coast 
3254,"Michigan Bar,CA"
3255,Escondido 
3256,"Sutter,CA"
3257,Lake Arrowhead 
3258,"Los Angeles/Colorado/Lemon Grove,CA"
3259,"Longmont,CO"
3260,"Fountain,CO"
3261,"Broomfield,CO"
3262,"Nederland,CO"
3263,"Parachute,CO"
3264,"Colorado Springs,CO"
3265,"Arvada,CO"
3266,"Fort Collins,CO"
3267,"Castle Rock,CO"
3268,"Golden,CO"
3269,"Denver,CO"
3270,"Northglenn,CO"
3271,"Greeley,CO"
3272,Mead/Thornton 
3273,"La Veta,CO"
3274,"Berthoud,CO"
3275,"Delta,CO"
3276,"Englewood,CO"
3277,"Grand Junction,CO"
3278,"Bailey,CO"
3279,"Avon,CO"
3280,"Gilcrest,CO"
3281,"Wheat Ridge,CO"
3282,"Falcon,CO"
3283,"Aurora,CO"
3284,"Fort Lupton,CO"
3285,"Alma,CO"
3286,"Almont,CO"
3287,"Lakewood,CO"
3288,"Morrison,CO"
3289,"Boulder,CO"
3290,"Littleton,CO"
3291,"Centennial,CO"
3292,"Loveland,CO"
3293,"Manitou Springs,CO"
3294,"Durango,CO"
3295,"Ridgway,CO"
3296,"Thornton,CO"
3297,"Parker,CO"
3298,"Westminster,CO"
3299,"Erie,CO"
3300,"New Castle,CO"
3301,"Mosca,CO"
3302,"Montrose,CO"
3303,"Lafayette,CO"
3304,"Lyons,CO"
3305,"Canon City,CO"
3306,"Pueblo,CO"
3307,"Gunnison,CO"
3308,"Hasty,CO"
3309,"Estes Park,CO"
3310,"Rocky Ford,CO"
3311,"Henderson,CO"
3312,"Windsor,CO"
3313,"Brighton,CO"
3314,"Ridgeway,CO"
3315,"Walden,CO"
3316,"Louisville,CO"
3317,"Deer Trailer,CO"
3318,"Evergreen,CO"
3319,"Milliken,CO"
3320,"Telluride,CO"
3321,"Crested Butte,CO"
3322,"Evans,CO"
3323,"Sterling,CO"
3324,"Ft. Collins,CO"
3325,Lascar 
3326,"Florence,CO"
3327,"Grant,CO"
3328,"Denver Metro,CO"
3329,"Glenwood Springs,CO"
3330,"Cedaredge,CO"
3331,"Elbert,CO"
3332,"Steamboat Springs,CO"
3333,"LaVeta,CO"
3334,"Creede,CO"
3335,"La Junta,CO"
3336,"Antinito,CO"
3337,Colorado Springs 
3338,"Avon/Eagle,CO"
3339,"Gill,CO"
3340,"Elizabeth,CO"
3341,"Buena Vista,CO"
3342,"Crestone,CO"
3343,"San Diego,CO"
3344,"Commerce City,CO"
3345,"Rifle,CO"
3346,"Aspen,CO"
3347,"Lone Tree,CO"
3348,"Florissant,CO"
3349,Eisenhower Tunnel 
3350,"Grand junction,CO"
3351,"Silverthorne,CO"
3352,"Weldona,CO"
3353,"Mead,CO"
3354,"Highlands Ranch,CO"
3355,"Buffalo Creek Area Campground,CO"
3356,"Firestone,CO"
3357,"Pueblo West,CO"
3358,"Wellington,CO"
3359,"Mountain View,CO"
3360,"Colordao Springs,CO"
3361,Lakewood 
3362,"Yoder,CO"
3363,"Greenwood Village,CO"
3364,"Lamar,CO"
3365,"Hotchkiss,CO"
3366,"Julesburg,CO"
3367,"Flagler,CO"
3368,"Battlement Mesa,CO"
3369,Falcon 
3370,"Colorado Sorings,CO"
3371,"Roxborough,CO"
3372,Littleton 
3373,"Colorado Springs/Schriever,CO"
3374,"Leadville,CO"
3375,"Breckenridge,CO"
3376,"Wellington Lake,CO"
3377,"Frederick,CO"
3378,"Drake,CO"
3379,"Cortez,CO"
3380,Longmont 
3381,"Vail,CO"
3382,"Ignacio,CO"
3383,"Ken Caryl,CO"
3384,"Pueblo/El Paso Counties,CO"
3385,Heart Lake 
